KEGG_KO	Bee_Amellifera_hv13_2	Bee_Amellifera_hv15_1	Bee_Amellifera_wild_1	Bee_Bimpatiens_hv3_1	Bee_Bimpatiens_hv4_1	Bee_Bimpatiens_hv4_2	Flower_eDNA
K06605	3097	42	8059	245	70	11	20
K06606	231	26	799	23	16	6	0
K06607	1292	949	2319	148	12	80	32
K06608	441	0	669	22	0	2	14
K06609	6164	67	16033	488	138	123	110
K06610	2261	17	4750	134	33	22	56
K06611	2	0	0	0	0	0	0
K06614	0	8	0	0	0	0	0
K06617	11	0	0	0	0	0	0
K06620	13	0	48	0	0	0	0
K06621	0	4	0	0	0	0	0
K06626	0	0	0	0	0	4	0
K06627	9	0	14	0	0	0	0
K06628	1	0	0	13	12	23	0
K06629	50	6	36	0	0	0	0
K06630	146	0	165	14	4	97	6
K06631	36	39	82	2	12	21	0
K06633	1	3	0	0	0	0	1
K06634	8	6	2	0	0	17	0
K06636	71	12	64	10	4	80	0
K06637	2	0	0	0	0	0	0
K06638	4	0	2	0	0	0	0
K06639	2	6	0	16	8	26	0
K06640	149	0	159	11	0	15	0
K06641	0	7	4	17	0	31	0
K06642	0	0	0	0	0	2	0
K06647	0	4	0	4	4	23	0
K06648	0	0	0	2	4	60	0
K06652	0	0	4	0	0	0	0
K06653	0	4	0	20	13	73	0
K06654	0	0	0	0	0	49	0
K06655	54	0	76	10	24	40	0
K06656	0	8	0	0	0	20	0
K06657	0	8	0	0	0	20	0
K06659	0	9	0	34	0	26	0
K06660	114	28	174	2	12	20	0
K06661	2	0	0	0	0	0	0
K06662	2	0	0	0	0	0	0
K06664	0	0	8	0	0	1	0
K06665	62	0	32	6	0	59	0
K06666	0	0	0	19	12	17	0
K06667	0	0	0	8	0	0	0
K06668	0	0	4	16	4	60	0
K06669	110	25	107	4	0	41	0
K06670	6	4	0	0	0	0	0
K06671	4	0	0	0	0	1	0
K06672	1	0	0	0	0	5	0
K06674	114	0	162	6	2	44	0
K06675	109	9	147	20	0	112	0
K06676	76	0	116	9	0	18	2
K06677	55	0	86	30	0	10	0
K06678	36	0	63	0	0	4	0
K06679	4	0	2	0	0	0	0
K06680	0	0	0	2	0	1	0
K06681	0	0	0	10	0	22	0
K06682	2	0	0	4	0	24	0
K06683	11	15	3	8	0	18	0
K06684	0	0	0	0	10	53	0
K06685	2	6	0	5	0	28	0
K06686	0	0	0	0	10	53	0
K06688	8	0	0	1	0	74	0
K06689	40	8	96	0	0	10	0
K06691	0	2	4	0	0	0	0
K06692	8	0	0	0	0	0	0
K06693	0	0	0	0	0	9	0
K06694	0	0	2	0	0	2	0
K06695	37	0	16	0	0	0	0
K06696	0	8	0	0	0	0	0
K06697	0	2	0	0	0	0	0
K06698	0	0	0	0	2	0	0
K06699	18	0	0	11	4	6	0
K06700	9	0	0	0	0	0	0
K06704	5	0	1	0	0	0	0
K06709	11	24	0	0	0	6	0
K06711	0	2	0	0	0	0	0
K06712	2	16	0	0	0	0	0
K06714	1008	4	2005	177	67	150	23
K06718	5	296	0	0	0	0	0
K06719	0	2	0	0	0	0	0
K06720	2	8	0	0	4	0	0
K06722	0	2	0	0	0	0	0
K06724	0	20	0	0	0	0	0
K06726	307	12	800	56	13	12	26
K06727	0	6	0	0	0	1	0
K06734	0	5	0	0	0	0	0
K06735	0	6	0	0	0	0	0
K06738	0	12	0	0	0	0	0
K06739	0	10	0	0	0	0	0
K06748	0	12	0	0	0	0	0
K06749	0	12	0	0	0	0	0
K06750	0	12	0	0	0	0	0
K06751	0	38	0	0	0	0	0
K06752	0	40	0	0	0	0	0
K06753	16	13	0	0	0	0	0
K06754	16	13	0	0	0	0	0
K06755	16	13	0	0	0	0	0
K06756	2	20	0	0	0	0	0
K06757	2	14	0	0	0	0	0
K06758	2	14	0	0	0	0	0
K06760	2	20	0	0	0	0	0
K06761	0	6	0	0	0	0	0
K06762	0	6	0	0	0	0	0
K06765	0	2	2	0	0	0	0
K06766	0	2	2	0	0	0	0
K06767	15	36	15	5	1	1	0
K06768	3	13	1	0	0	0	0
K06771	0	12	0	0	0	0	0
K06772	83	0	69	1	3	0	0
K06773	83	0	69	1	3	0	0
K06774	83	2	69	1	3	0	0
K06775	0	2	0	0	0	0	0
K06776	7	10	4	0	0	0	0
K06777	15	45	8	0	0	0	0
K06778	13	45	8	0	0	0	0
K06786	0	8	0	0	0	0	0
K06788	0	8	0	0	0	0	0
K06792	0	22	0	0	0	0	0
K06793	0	22	0	0	0	0	0
K06794	2	23	0	4	0	0	0
K06795	2	11	0	0	0	0	0
K06798	0	22	0	0	0	0	0
K06799	0	8	0	0	0	0	0
K06802	0	22	0	0	0	0	0
K06804	0	12	0	0	0	0	0
K06811	3	0	0	0	0	6	0
K06813	0	11	0	0	0	0	1
K06816	0	69	0	0	0	3	0
K06817	0	7	0	2	0	0	0
K06818	0	4	0	0	0	0	0
K06820	12	168	1	0	0	1	0
K06821	2	1	1	0	0	0	0
K06822	0	8	0	0	0	0	0
K06823	1	0	0	0	0	0	0
K06824	0	8	0	0	0	0	0
K06825	1	74	2	0	0	0	2
K06826	1	45	10	0	0	0	0
K06827	0	8	0	0	0	0	0
K06829	0	8	0	0	0	0	0
K06831	0	2	0	0	0	0	0
K06834	0	21	0	0	0	0	0
K06835	1	34	0	0	0	0	0
K06836	0	22	0	0	0	0	0
K06838	0	24	2	0	0	0	0
K06839	0	24	2	0	0	0	0
K06840	0	12	0	0	0	0	0
K06841	6	24	4	1	0	0	0
K06842	6	24	4	1	0	0	0
K06843	4	6	0	0	0	0	0
K06850	0	24	2	0	0	0	0
K06856	0	4	0	0	0	0	0
K06857	4	10	108	4	0	0	0
K06858	9	0	145	0	4	40	0
K06860	0	6	0	0	0	0	0
K06861	2253	48	4729	270	96	173	27
K06864	0	20	4	4	0	0	0
K06866	267	2	652	124	62	108	4
K06867	86	2	143	29	16	100	2
K06871	14	40	1	18	0	4	1
K06872	2286	1026	4892	547	196	207	44
K06874	44	0	10	1	8	34	0
K06875	0	27	3	0	0	2	0
K06876	52	20	0	0	14	0	0
K06877	18	180	10	26	97	105	2
K06878	2316	955	4396	207	80	158	66
K06879	532	1	953	149	41	138	8
K06881	2860	2133	5277	325	76	272	109
K06882	4	0	2	0	0	0	0
K06883	152	593	155	65	36	100	6
K06885	4000	3723	7268	483	147	351	125
K06886	327	6	642	3	14	0	0
K06887	8	0	51	8	0	0	0
K06888	343	96	632	21	6	12	11
K06889	8925	1283	18455	2007	791	2429	226
K06890	4431	791	8316	1157	499	941	58
K06891	418	70	745	32	6	32	0
K06892	0	0	8	0	0	0	0
K06893	0	48	0	0	0	0	0
K06894	5067	124	9145	1280	741	864	112
K06895	438	35	802	72	25	53	21
K06896	0	4	0	0	0	0	0
K06897	204	56	197	11	0	0	2
K06898	34	4	40	0	0	0	0
K06899	709	45	2072	219	141	174	20
K06901	16437	5471	33144	2912	1167	2931	393
K06902	50	205	8	23	6	10	0
K06903	181	0	226	44	7	16	4
K06904	694	84	1739	108	17	1	6
K06905	561	0	478	166	45	60	8
K06906	181	4	143	46	24	24	4
K06907	1472	18	2147	486	110	146	52
K06908	410	6	502	205	8	2	6
K06909	3078	2391	6285	353	71	108	99
K06910	2737	883	4922	656	270	711	62
K06911	205	90	60	26	11	52	2
K06912	1	0	0	0	0	0	0
K06913	0	4	0	0	0	0	0
K06915	5084	1124	12424	747	210	293	79
K06916	1611	24	3835	104	64	62	32
K06917	12	11	4	0	0	0	0
K06918	806	8	1862	26	6	38	4
K06919	5417	1106	7063	611	472	833	117
K06920	1811	33	3523	360	170	249	39
K06921	8	0	11	252	34	1090	0
K06922	204	8	83	22	0	0	4
K06923	1296	46	2545	141	13	82	11
K06925	3159	1174	5938	824	413	877	87
K06926	9	16	4	0	6	73	0
K06927	47	0	38	16	0	0	0
K06928	1	0	0	0	0	0	0
K06929	45	17	26	0	0	0	0
K06937	0	0	0	0	0	1	0
K06938	267	15	376	24	8	36	4
K06940	327	12	767	152	51	62	16
K06941	6364	329	13523	2131	971	1941	115
K06942	10018	3564	20104	2461	947	2384	216
K06943	102	7	111	31	1	58	0
K06944	60	8	84	24	16	129	0
K06945	200	0	370	26	14	12	2
K06946	0	0	0	0	0	0	2
K06947	12	12	0	0	0	0	0
K06948	2235	1959	4234	230	30	209	86
K06949	4740	1569	8645	850	399	621	169
K06950	4636	1419	8942	1497	454	1436	129
K06951	0	0	32	0	0	0	0
K06952	714	4	1668	38	22	10	0
K06953	574	12	1263	32	4	2	5
K06954	40	7	0	4	12	16	2
K06955	2	24	4	0	0	0	0
K06956	5775	758	11799	1614	727	2080	94
K06957	1408	30	2429	589	355	405	22
K06958	5005	264	10619	1442	741	1495	104
K06959	6953	281	14551	1842	890	1127	113
K06960	854	124	1847	366	216	456	7
K06961	31	20	40	0	0	86	0
K06962	587	187	832	16	4	82	18
K06963	1	0	0	0	0	2	0
K06965	40	2	56	0	0	19	0
K06966	5509	244	12401	1499	870	1481	78
K06967	1742	917	3086	216	23	83	47
K06968	758	17	2744	539	318	431	4
K06969	1547	58	4193	156	52	69	20
K06970	351	2	914	42	4	6	4
K06971	265	6	356	46	4	12	0
K06972	305	14	111	9	3	69	0
K06973	18	2	22	2	0	0	0
K06974	0	0	0	12	4	0	0
K06975	444	515	789	213	116	133	14
K06976	14	30	0	0	0	0	2
K06977	288	0	473	47	4	30	2
K06978	330	58	851	24	36	24	6
K06979	0	12	0	0	0	0	0
K06980	1400	147	2871	316	143	214	10
K06983	0	0	0	0	0	10	0
K06985	625	4	1165	18	12	0	0
K06986	0	4	0	0	0	0	0
K06987	1	0	12	6	16	2	0
K06988	1318	167	1716	546	164	527	8
K06989	0	0	0	0	0	8	0
K06990	0	0	0	7	0	11	0
K06992	2	0	0	0	0	12	0
K06993	3	37	6	4	0	0	2
K06994	5307	5076	11685	647	133	298	129
K06995	50	4	383	22	2	0	0
K06996	18	48	43	0	0	0	0
K06997	4024	247	7857	1320	418	1277	46
K06998	738	9	1509	9	3	0	8
K06999	2561	273	6677	1135	497	1299	35
K07000	14	16	52	123	82	123	0
K07001	1243	203	1081	278	87	205	7
K07002	835	0	1818	118	21	138	9
K07003	378	39	184	28	66	53	4
K07004	2125	96	4501	218	75	94	86
K07005	470	30	1173	26	16	0	0
K07006	473	30	840	338	159	434	6
K07007	1016	48	2600	522	291	226	18
K07009	4430	2219	8593	1397	496	1146	114
K07010	3190	433	6355	534	64	204	120
K07011	2397	2618	4350	229	28	79	16
K07012	7049	509	15115	3416	1711	2497	117
K07014	1433	8	2355	359	177	215	34
K07015	970	1159	1739	114	38	81	38
K07016	0	12	0	0	0	0	0
K07017	1058	14	1614	107	56	94	14
K07018	1439	68	2596	139	48	140	58
K07019	72	11	83	13	28	68	0
K07020	0	4	0	0	0	0	0
K07023	521	20	709	133	38	108	6
K07024	6	0	0	0	0	0	0
K07025	6056	662	11697	821	178	752	110
K07027	4708	1446	9901	343	92	161	90
K07028	0	33	759	22	12	0	0
K07029	2879	3038	6040	330	72	249	105
K07030	4239	3619	8246	567	115	250	156
K07031	63	12	4	0	0	0	0
K07032	0	8	17	0	0	0	0
K07033	3332	4500	4670	500	44	29	115
K07034	496	29	1058	115	46	138	10
K07035	6350	6728	12100	795	154	432	228
K07037	0	6	0	0	0	0	0
K07038	0	101	0	0	34	21	0
K07039	28	0	265	0	4	14	0
K07040	3759	610	7702	920	334	1152	69
K07042	3316	864	6987	732	325	882	86
K07043	2852	193	5342	834	350	872	56
K07044	52	8	1	0	2	0	0
K07045	91	89	34	497	128	206	0
K07046	1511	32	3478	97	19	569	10
K07048	2313	76	5313	1027	337	788	46
K07050	10	22	0	6	5	0	0
K07052	12270	1769	24148	1769	409	1070	210
K07053	3493	289	6872	1403	738	1294	46
K07054	1521	37	3089	491	213	323	29
K07056	7671	2404	14383	2125	1029	1933	160
K07058	3821	942	7332	416	152	301	55
